provider_code,institution_name,cricos_course_code,course_name,dual_qualification,foe_broad,foe_narrow,foe_detailed,course_level,foundation_studies,work_component,duration_weeks,course_language,tuition_fee,expired
00026A,The University of Sydney,099890J,Master of Transport,No,03 - Engineering and Related Technologies,0309 - Civil Engineering,030909 - Transport Engineering,Masters Degree (Coursework),No,No,78,English,"$93,500.00",No
00026A,The University of Sydney,102403K,Master of Dental Public Health,No,06 - Health,0607 - Dental Studies,060701 - Dentistry,Masters Degree (Coursework),No,No,52,English,"$61,700.00",No
00026A,The University of Sydney,102404J,Master of Biomedical Science (Infection and Immunity),No,01 - Natural and Physical Sciences,0199 - Other Natural and Physical Sciences,019901 - Medical Science,Masters Degree (Coursework),No,No,52,English,"$61,700.00",No
00026A,The University of Sydney,102405H,Graduate Diploma in Biomedical Sciences (Infection and Immunity),No,01 - Natural and Physical Sciences,0199 - Other Natural and Physical Sciences,019901 - Medical Science,Graduate Diploma,No,No,52,English,"$61,700.00",No
00026A,The University of Sydney,102406G,Graduate Certificate in Biomedical Science (Infection and Immunity),No,01 - Natural and Physical Sciences,0199 - Other Natural and Physical Sciences,019901 - Medical Science,Graduate Certificate,No,No,26,English,"$30,850.00",No
00026A,The University of Sydney,102408E,Master of Complex Systems,No,03 - Engineering and Related Technologies,0309 - Civil Engineering,"030999 - Civil Engineering, n.e.c.",Masters Degree (Coursework),No,No,78,English,"$87,700.00",No
00026A,The University of Sydney,103482J,Bachelor of Education (Early Childhood),No,07 - Education,0701 - Teacher Education,070101 - Teacher Education: Early Childhood,Bachelor Degree,No,Yes,208,English,"$253,500.00",No
00026A,The University of Sydney,103483H,Bachelor of Education (Health and Physical Education),No,07 - Education,0701 - Teacher Education,070103 - Teacher Education: Primary,Bachelor Degree,No,Yes,208,English,"$253,500.00",No
00026A,The University of Sydney,103484G,Bachelor of Education (Primary),No,07 - Education,0701 - Teacher Education,070103 - Teacher Education: Primary,Bachelor Degree,No,Yes,208,English,"$253,500.00",No
00026A,The University of Sydney,103485F,Bachelor of Education (Secondary),No,07 - Education,0701 - Teacher Education,070105 - Teacher Education: Secondary,Bachelor Degree,No,Yes,208,English,"$253,500.00",No
00026A,The University of Sydney,103486E,Bachelor of Education Studies,No,07 - Education,0703 - Curriculum and Education Studies,070303 - Education Studies,Bachelor Degree,No,Yes,156,English,"$187,300.00",No
00026A,The University of Sydney,103487D,Bachelor of Education and Bachelor of Advanced Studies (Secondary),No,07 - Education,0701 - Teacher Education,070105 - Teacher Education: Secondary,Bachelor Degree,No,Yes,260,English,"$321,700.00",No
00026A,The University of Sydney,105220D,Bachelor of Pharmacy and Management (Honours),No,06 - Health,0605 - Pharmacy,060501 - Pharmacy,Bachelor Honours Degree,No,Yes,260,English,"$282,900.00",No
00026A,The University of Sydney,105221C,Bachelor of Pharmacy (Honours),No,06 - Health,0605 - Pharmacy,060501 - Pharmacy,Bachelor Honours Degree,No,Yes,208,English,"$223,100.00",No
00026A,The University of Sydney,105222B,Bachelor of Pharmacy and Management (Honours) and Master of Pharmacy Practice,No,06 - Health,0605 - Pharmacy,060501 - Pharmacy,Masters Degree (Coursework),No,Yes,312,English,"$392,500.00",No
00026A,The University of Sydney,105223A,Bachelor of Pharmacy (Honours) and Master of Pharmacy Practice,No,06 - Health,0605 - Pharmacy,060501 - Pharmacy,Masters Degree (Coursework),No,Yes,260,English,"$321,700.00",No
00026A,The University of Sydney,105370A,Doctor of Clinical Dentistry (Oral Surgery),No,06 - Health,0607 - Dental Studies,"060799 - Dental Studies, n.e.c.",Masters Degree (Extended),No,Yes,156,English,"$258,100.00",No
00026A,The University of Sydney,105726M,Master of Education (Research),No,07 - Education,0703 - Curriculum and Education Studies,070303 - Education Studies,Masters Degree (Research),No,No,104,English,"$105,400.00",No
00026A,The University of Sydney,106003E,Master of Digital Health and Data Science,No,02 - Information Technology,0203 - Information Systems,"020399 - Information Systems, n.e.c.",Masters Degree (Coursework),No,No,52,English,"$57,900.00",No
00026A,The University of Sydney,106004D,Graduate Certificate in Digital Health and Data Science,No,02 - Information Technology,0203 - Information Systems,"020399 - Information Systems, n.e.c.",Graduate Certificate,No,No,26,English,"$28,950.00",No
00026A,The University of Sydney,106360F,Graduate Certificate of Social Justice,No,09 - Society and Culture,0903 - Studies in Human Society,090301 - Sociology,Graduate Certificate,No,No,26,English,"$25,650.00",No
00026A,The University of Sydney,106361E,Graduate Diploma of Social Justice,No,09 - Society and Culture,0903 - Studies in Human Society,090301 - Sociology,Graduate Diploma,No,No,52,English,"$51,300.00",No
00026A,The University of Sydney,106362D,Master of Social Justice,No,09 - Society and Culture,0903 - Studies in Human Society,090301 - Sociology,Masters Degree (Coursework),No,No,78,English,"$77,700.00",No
00026A,The University of Sydney,107172B,Graduate Certificate in Professional Accounting,No,08 - Management and Commerce,0801 - Accounting,080101 - Accounting,Graduate Certificate,No,No,26,English,"$27,000.00",No
00026A,The University of Sydney,107173A,Graduate Certificate in International Business,No,08 - Management and Commerce,0803 - Business and Management,080311 - International Business,Graduate Certificate,No,No,26,English,"$30,850.00",No
00026A,The University of Sydney,107174M,Graduate Certificate in Business Administration,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Graduate Certificate,No,No,26,English,"$27,000.00",No
00026A,The University of Sydney,107396H,Joint Doctor of Philosophy (Arts and Social Sciences),No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Doctoral Degree,No,No,208,English,$0.00,No
00026A,The University of Sydney,107397G,Joint Doctor of Philosophy (Business),No,08 - Management and Commerce,0803 - Business and Management,"080399 - Business and Management, n.e.c.",Doctoral Degree,No,No,208,English,$0.00,No
00026A,The University of Sydney,107398F,Joint Doctor of Philosophy (Science),No,01 - Natural and Physical Sciences,0103 - Physics and Astronomy,010301 - Physics,Doctoral Degree,No,No,208,English,$0.00,No
00026A,The University of Sydney,107399E,Joint Doctor of Philosophy (Engineering),No,03 - Engineering and Related Technologies,0303 - Process and Resources Engineering,030301 - Chemical Engineering,Doctoral Degree,No,No,208,English,$0.00,No
00026A,The University of Sydney,107400F,Joint Doctor of Philosophy (Law),No,09 - Society and Culture,0909 - Law,"090999 - Law, n.e.c.",Doctoral Degree,No,No,208,English,$0.00,No
00026A,The University of Sydney,107401E,"Joint Doctor of Philosophy (Architecture, Design and Planning)",No,04 - Architecture and Building,0401 - Architecture and Urban Environment,040101 - Architecture,Doctoral Degree,No,No,208,English,$0.00,No
00026A,The University of Sydney,107402D,Joint Doctor of Philosophy (Medicine and Health),No,06 - Health,0601 - Medical Studies,"060199 - Medical Studies, n.e.c.",Doctoral Degree,No,No,208,English,$0.00,No
00026A,The University of Sydney,107403C,Joint Doctor of Philosophy (Music),No,10 - Creative Arts,1001 - Performing Arts ,100101 - Music,Doctoral Degree,No,No,208,English,$0.00,No
00026A,The University of Sydney,107850B,Master of Medicine (Sexual and Reproductive Health),No,06 - Health,0601 - Medical Studies,"060199 - Medical Studies, n.e.c.",Masters Degree (Coursework),No,No,52,English,"$61,700.00",No
00026A,The University of Sydney,107851A,Graduate Diploma in Medicine (Sexual and Reproductive Health),No,06 - Health,0601 - Medical Studies,"060199 - Medical Studies, n.e.c.",Graduate Diploma,No,No,52,English,"$61,700.00",No
00026A,The University of Sydney,107852M,Graduate Certificate in Medicine (Sexual and Reproductive Health),No,06 - Health,0601 - Medical Studies,"060199 - Medical Studies, n.e.c.",Graduate Certificate,No,No,26,English,"$30,850.00",No
00026A,The University of Sydney,107853K,Master of Science in Medicine (Sexual and Reproductive Health),No,06 - Health,0601 - Medical Studies,"060199 - Medical Studies, n.e.c.",Masters Degree (Coursework),No,No,52,English,"$61,700.00",No
00026A,The University of Sydney,107854J,Graduate Diploma in Science in Medicine (Sexual and Reproductive Health),No,06 - Health,0601 - Medical Studies,"060199 - Medical Studies, n.e.c.",Graduate Diploma,No,No,52,English,"$46,275.00",No
00026A,The University of Sydney,107855H,Graduate Certificate in Science in Medicine (Sexual and Reproductive Health),No,06 - Health,0601 - Medical Studies,"060199 - Medical Studies, n.e.c.",Graduate Certificate,No,No,26,English,"$30,850.00",No
00026A,The University of Sydney,107856G,Master of Medicine (Advanced) (Sexual and Reproductive Health),No,06 - Health,0601 - Medical Studies,"060199 - Medical Studies, n.e.c.",Masters Degree (Coursework),No,No,78,English,"$77,600.00",No
00026A,The University of Sydney,107857F,Master of Science in Medicine (Advanced) (Sexual and Reproductive Health),No,06 - Health,0601 - Medical Studies,"060199 - Medical Studies, n.e.c.",Masters Degree (Coursework),No,No,78,English,"$93,500.00",No
00026A,The University of Sydney,107885B,Bachelor of Engineering Honours and Bachelor of Arts,Yes,03 - Engineering and Related Technologies,0399 - Other Engineering and Related Technologies,"039999 - Engineering and Related Technologies, n.e.c.",Bachelor Honours Degree,No,Yes,286,English,"$356,800.00",No
00026A,The University of Sydney,107886A,Bachelor of Engineering Honours and Bachelor of Commerce,Yes,03 - Engineering and Related Technologies,0399 - Other Engineering and Related Technologies,"039999 - Engineering and Related Technologies, n.e.c.",Bachelor Honours Degree,No,Yes,286,English,"$356,800.00",No
00026A,The University of Sydney,107888K,Bachelor of Engineering Honours and Bachelor of Laws,Yes,03 - Engineering and Related Technologies,0399 - Other Engineering and Related Technologies,"039999 - Engineering and Related Technologies, n.e.c.",Bachelor Honours Degree,No,Yes,338,English,"$397,600.00",No
00026A,The University of Sydney,107966A,Master of Professional Accounting and Business Performance,No,08 - Management and Commerce,0801 - Accounting,080101 - Accounting,Masters Degree (Coursework),No,No,104,English,"$125,300.00",No
00026A,The University of Sydney,107967M,Graduate Diploma in Professional Accounting and Business Performance,No,08 - Management and Commerce,0801 - Accounting,080101 - Accounting,Graduate Diploma,No,No,52,English,"$61,700.00",No
00026A,The University of Sydney,107968K,Graduate Certificate in Professional Accounting and Business Performance (Exit degree),No,08 - Management and Commerce,0801 - Accounting,080101 - Accounting,Graduate Certificate,No,No,26,English,"$30,850.00",No
00026A,The University of Sydney,107969J,Bachelor of Psychology,No,09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,Bachelor Degree,No,No,156,English,"$187,300.00",No
00026A,The University of Sydney,107970E,Bachelor of Psychology Honours,No,09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,Bachelor Honours Degree,No,No,208,English,"$253,500.00",No
00026A,The University of Sydney,108334C,Bachelor of Design,No,04 - Architecture and Building,0401 - Architecture and Urban Environment,"040199 - Architecture and Urban Environment, n.e.c.",Bachelor Degree,No,No,156,English,"$162,300.00",No
00026A,The University of Sydney,108335B,Bachelor of Design (Honours),No,04 - Architecture and Building,0401 - Architecture and Urban Environment,"040199 - Architecture and Urban Environment, n.e.c.",Bachelor Honours Degree,No,No,52,English,"$52,500.00",No
00026A,The University of Sydney,108336A,Bachelor of Design and Bachelor of Advanced Studies,No,04 - Architecture and Building,0401 - Architecture and Urban Environment,"040199 - Architecture and Urban Environment, n.e.c.",Bachelor Degree,No,No,208,English,"$219,700.00",No
00026A,The University of Sydney,108337M,Doctor of Clinical Dentistry (Special Needs Dentistry),No,06 - Health,0607 - Dental Studies,"060799 - Dental Studies, n.e.c.",Masters Degree (Extended),No,Yes,156,English,"$258,100.00",No
00026A,The University of Sydney,108761F,Master of Cybersecurity,No,02 - Information Technology,0299 - Other Information Technology,029901 - Security Science,Masters Degree (Coursework),No,No,78,English,"$87,700.00",No
00026A,The University of Sydney,108762E,Graduate Diploma in Cybersecurity,No,02 - Information Technology,0299 - Other Information Technology,029901 - Security Science,Graduate Diploma,No,No,52,English,"$57,900.00",No
00026A,The University of Sydney,108763D,Graduate Certificate in Cybersecurity,No,02 - Information Technology,0299 - Other Information Technology,"029999 - Information Technology, n.e.c.",Graduate Certificate,No,No,26,English,"$28,950.00",No
00026A,The University of Sydney,108764C,Master of Data Science,No,02 - Information Technology,0299 - Other Information Technology,"029999 - Information Technology, n.e.c.",Masters Degree (Coursework),No,No,78,English,"$87,700.00",No
00026A,The University of Sydney,108765B,Graduate Diploma in Data Science,No,02 - Information Technology,0299 - Other Information Technology,"029999 - Information Technology, n.e.c.",Graduate Diploma,No,No,52,English,"$57,900.00",No
00026A,The University of Sydney,110294K,Graduate Diploma in Global Health,No,06 - Health,0613 - Public Health,"061399 - Public Health, n.e.c.",Graduate Diploma,No,No,52,English,"$61,700.00",No
00026A,The University of Sydney,110744M,Doctor of Physiotherapy,No,06 - Health,0617 - Rehabilitation Therapies,061701 - Physiotherapy,Masters Degree (Extended),No,Yes,156,English,"$214,200.00",No
00026A,The University of Sydney,111671D,Master of Computer Science,No,02 - Information Technology,0299 - Other Information Technology,"029999 - Information Technology, n.e.c.",Masters Degree (Coursework),No,No,104,English,"$117,500.00",No
00026A,The University of Sydney,111672C,Graduate Diploma in Computer Science,No,02 - Information Technology,0299 - Other Information Technology,"029999 - Information Technology, n.e.c.",Graduate Diploma,No,No,52,English,"$57,900.00",No
00026A,The University of Sydney,111673B,Graduate Certificate in Computer Science,No,02 - Information Technology,0299 - Other Information Technology,"029999 - Information Technology, n.e.c.",Graduate Certificate,No,No,26,English,"$28,950.00",No
00026A,The University of Sydney,111866D,Bachelor of Agricultural Science,No,"05 - Agriculture, Environmental and Related Studies",0501 - Agriculture,050101 - Agricultural Science,Bachelor Degree,No,No,156,English,"$187,300.00",No
00026A,The University of Sydney,111869A,Bachelor of Agricultural Science Honours,No,"05 - Agriculture, Environmental and Related Studies",0501 - Agriculture,050101 - Agricultural Science,Bachelor Honours Degree,No,Yes,208,English,"$253,500.00",No
00026A,The University of Sydney,112625B,Graduate Certificate in Clinical Dentistry (Advanced Restorative),No,06 - Health,0607 - Dental Studies,060701 - Dentistry,Graduate Certificate,No,Yes,26,English,"$41,750.00",No
00026A,The University of Sydney,112626A,Graduate Diploma in Clinical Dentistry (Advanced Restorative),No,06 - Health,0607 - Dental Studies,060701 - Dentistry,Graduate Diploma,No,Yes,52,English,"$83,500.00",No
00026A,The University of Sydney,112627M,Master of Film and Screen Arts,No,10 - Creative Arts,1003 - Visual Arts and Crafts,"100399 - Visual Arts and Crafts, n.e.c.",Masters Degree (Coursework),No,No,78,English,"$75,300.00",No
00026A,The University of Sydney,113096C,Graduate Diploma in Clinical Dentistry (Advanced Pulp Biology),No,06 - Health,0607 - Dental Studies,060701 - Dentistry,Graduate Diploma,No,Yes,52,English,"$83,500.00",No
00026A,The University of Sydney,113097B,Graduate Certificate in Clinical Dentistry (Pulp Biology),No,06 - Health,0607 - Dental Studies,060701 - Dentistry,Graduate Certificate,No,Yes,26,English,"$41,750.00",No
00026A,The University of Sydney,113098A,Doctor of Clinical Dentistry (Endodontics),No,06 - Health,0607 - Dental Studies,060701 - Dentistry,Masters Degree (Extended),No,Yes,156,English,"$258,100.00",No
00026A,The University of Sydney,114097E,Bachelor of Arts and Bachelor of Advanced Studies (Media and Communications),No,10 - Creative Arts,1007 - Communication and Media Studies,"100799 - Communication and Media Studies, n.e.c.",Bachelor Degree,No,No,208,English,"$219,700.00",No
00026A,The University of Sydney,114098D,Bachelor of Advanced Studies (Media and Communications) (Honours),No,10 - Creative Arts,1007 - Communication and Media Studies,"100799 - Communication and Media Studies, n.e.c.",Bachelor Honours Degree,No,No,52,English,"$56,300.00",No
00026A,The University of Sydney,114287K,Graduate Diploma in Professional Studies (Education),No,07 - Education,0703 - Curriculum and Education Studies,070303 - Education Studies,Graduate Diploma,No,No,52,English,"$54,100.00",No
00026A,The University of Sydney,115414M,Bachelor of Economics and Bachelor of Arts,Yes,09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",Bachelor Degree,No,No,208,English,"$235,500.00",No
00026A,The University of Sydney,115415K,Bachelor of Science and Bachelor of Arts,Yes,09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",Bachelor Degree,No,No,208,English,"$253,500.00",No
00026A,The University of Sydney,115416J,Bachelor of Commerce and Bachelor of Science,Yes,01 - Natural and Physical Sciences,0199 - Other Natural and Physical Sciences,"019999 - Natural and Physical Sciences, n.e.c.",Bachelor Degree,No,No,208,English,"$253,500.00",No
00026A,The University of Sydney,115417H,Bachelor of Commerce and Bachelor of Arts,Yes,08 - Management and Commerce,0899 - Other Management and Commerce,"089999 - Management and Commerce, n.e.c.",Bachelor Degree,No,No,208,English,"$235,500.00",No
00026A,The University of Sydney,115418G,Bachelor of Languages,No,09 - Society and Culture,0915 - Language and Literature,"091599 - Language and Literature, n.e.c.",Bachelor Degree,No,No,156,English,"$162,300.00",No
00026A,The University of Sydney,115419F,Bachelor of International Studies,No,09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",Bachelor Degree,No,No,156,English,"$162,300.00",No
00026A,The University of Sydney,115420B,"Bachelor of Politics, Philosophy, and Economics",No,09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",Bachelor Degree,No,No,156,English,"$162,300.00",No
00026A,The University of Sydney,115421A,Bachelor of Media and Communications,No,10 - Creative Arts,1007 - Communication and Media Studies,"100799 - Communication and Media Studies, n.e.c.",Bachelor Degree,No,No,156,English,"$162,300.00",No
00026A,The University of Sydney,115606C,Bachelor of Advanced Studies (Honours) (Food and Agribusiness),No,08 - Management and Commerce,0803 - Business and Management,080321 - Farm Management and Agribusiness,Bachelor Honours Degree,No,Yes,52,English,"$52,500.00",No
00026A,The University of Sydney,115607B,Bachelor of Science (Honours) (Food and Agribusiness),No,08 - Management and Commerce,0803 - Business and Management,080321 - Farm Management and Agribusiness,Bachelor Honours Degree,No,Yes,52,English,"$52,500.00",No
00026A,The University of Sydney,116198F,Graduate Certificate in Building Performance and Sustainable Design,No,04 - Architecture and Building,0401 - Architecture and Urban Environment,040101 - Architecture,Graduate Certificate,No,No,26,English,"$24,850.00",No
00026A,The University of Sydney,116199E,Master of Building Performance and Sustainable Design,No,04 - Architecture and Building,0401 - Architecture and Urban Environment,040101 - Architecture,Masters Degree (Coursework),No,No,104,English,"$100,900.00",No
00026A,The University of Sydney,116200F,Graduate Diploma in Building Performance and Sustainable Design,No,04 - Architecture and Building,0401 - Architecture and Urban Environment,040101 - Architecture,Graduate Diploma,No,No,52,English,"$49,700.00",No
00026A,The University of Sydney,116243F,Master of Pharmacy,No,06 - Health,0605 - Pharmacy,060501 - Pharmacy,Masters Degree (Coursework),No,Yes,104,English,"$125,300.00",No
00026A,The University of Sydney,116269G,Bachelor of International Studies (Honours),No,09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",Bachelor Honours Degree,No,No,52,English,"$52,500.00",No
00026A,The University of Sydney,116270C,"Bachelor of Politics, Philosophy, and Economics (Honours)",No,09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",Bachelor Honours Degree,No,No,52,English,"$52,500.00",No
00026A,The University of Sydney,116271B,Bachelor of Media and Communications (Honours),No,10 - Creative Arts,1007 - Communication and Media Studies,"100799 - Communication and Media Studies, n.e.c.",Bachelor Honours Degree,No,No,52,English,"$52,500.00",No
00026A,The University of Sydney,116272A,Bachelor of Languages (Honours),No,09 - Society and Culture,0915 - Language and Literature,"091599 - Language and Literature, n.e.c.",Bachelor Honours Degree,No,No,52,English,"$52,500.00",No
00026A,The University of Sydney,116442K,Bachelor of Animal and Veterinary Bioscience (Honours),No,"05 - Agriculture, Environmental and Related Studies",0501 - Agriculture,050105 - Animal Husbandry,Bachelor Honours Degree,No,No,52,English,"$60,600.00",No
00026A,The University of Sydney,116443J,Bachelor of Animal and Veterinary Bioscience,No,"05 - Agriculture, Environmental and Related Studies",0501 - Agriculture,050105 - Animal Husbandry,Bachelor Degree,No,Yes,156,English,"$187,300.00",No
00026A,The University of Sydney,116444H,Bachelor of Wildlife Conservation (Taronga),No,"05 - Agriculture, Environmental and Related Studies",0509 - Environmental Studies,"050901 - Land, Parks and Wildlife Management",Bachelor Degree,No,No,156,English,"$187,300.00",No
00026A,The University of Sydney,116445G,Bachelor of Wildlife Conservation (Taronga) (Honours),No,"05 - Agriculture, Environmental and Related Studies",0509 - Environmental Studies,"050901 - Land, Parks and Wildlife Management",Bachelor Honours Degree,No,No,52,English,"$60,600.00",No
00026A,The University of Sydney,117213D,Bachelor of Mathematical Sciences,No,01 - Natural and Physical Sciences,0101 - Mathematical Sciences,010101 - Mathematics,Bachelor Degree,No,No,156,English,"$187,300.00",No
00026A,The University of Sydney,117214C,Bachelor of Mathematical Sciences (Honours),No,01 - Natural and Physical Sciences,0101 - Mathematical Sciences,010101 - Mathematics,Bachelor Honours Degree,No,No,52,English,"$60,600.00",No
00026A,The University of Sydney,117352D,Bachelor of Biomedicine and Health,No,01 - Natural and Physical Sciences,0199 - Other Natural and Physical Sciences,019901 - Medical Science,Bachelor Degree,No,No,156,English,"$203,700.00",No
00026A,The University of Sydney,117617F,Bachelor of Nursing (Advanced Studies),No,06 - Health,0603 - Nursing,060301 - General Nursing,Bachelor Degree,No,Yes,156,English,"$152,100.00",No
00026A,The University of Sydney,117618E,Master of Nursing,No,06 - Health,0603 - Nursing,"060399 - Nursing, n.e.c.",Masters Degree (Coursework),No,Yes,104,English,"$104,100.00",No
00026A,The University of Sydney,117619D,Bachelor of Arts and Master of Nursing,Yes,09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",Masters Degree (Coursework),No,Yes,208,English,"$218,300.00",No
00026A,The University of Sydney,117620M,Bachelor of Science and Master of Nursing,Yes,01 - Natural and Physical Sciences,0199 - Other Natural and Physical Sciences,"019999 - Natural and Physical Sciences, n.e.c.",Masters Degree (Coursework),No,Yes,208,English,"$235,500.00",No
00026A,The University of Sydney,118314B,Graduate Certificate in Teaching English to Speakers of Other Languages,No,07 - Education,0701 - Teacher Education,070115 - English as a Second Language Teaching,Graduate Certificate,No,No,26,English,"$27,050.00",No
00026A,The University of Sydney,118315A,Graduate Diploma in Teaching English to Speakers of Other Languages,No,07 - Education,0701 - Teacher Education,070115 - English as a Second Language Teaching,Graduate Diploma,No,No,52,English,"$54,100.00",No
00026A,The University of Sydney,118316M,Master of Teaching English to Speakers of Other Languages,No,07 - Education,0701 - Teacher Education,070115 - English as a Second Language Teaching,Masters Degree (Coursework),No,No,78,English,"$81,950.00",No
00026A,The University of Sydney,118413K,Master of Education (Special and Inclusive Education),No,07 - Education,0701 - Teacher Education,070113 - Teacher Education: Special Education,Masters Degree (Coursework),No,No,78,English,"$81,950.00",No
00026A,The University of Sydney,118414J,Graduate Diploma in Educational Studies (Special and Inclusive Education),No,07 - Education,0701 - Teacher Education,070113 - Teacher Education: Special Education,Graduate Diploma,No,No,52,English,"$54,100.00",No
00026A,The University of Sydney,118415H,Graduate Certificate in Educational Studies (Special and Inclusive Education),No,07 - Education,0701 - Teacher Education,070113 - Teacher Education: Special Education,Graduate Certificate,No,No,26,English,"$27,050.00",No
00026A,The University of Sydney,118429B,Graduate Diploma in Educational Studies,No,07 - Education,0703 - Curriculum and Education Studies,070303 - Education Studies,Graduate Diploma,No,No,52,English,"$54,100.00",No
00026A,The University of Sydney,118432G,Graduate Certificate in Educational Studies,No,07 - Education,0703 - Curriculum and Education Studies,070303 - Education Studies,Graduate Certificate,No,No,26,English,"$27,050.00",No
00026A,The University of Sydney,118468F,Master of Education,No,07 - Education,0703 - Curriculum and Education Studies,070303 - Education Studies,Masters Degree (Coursework),No,No,78,English,"$81,950.00",No
00026A,The University of Sydney,118538H,Bachelor of Advanced Studies (Honours) (Taronga Wildlife Conservation),No,"05 - Agriculture, Environmental and Related Studies",0509 - Environmental Studies,"050901 - Land, Parks and Wildlife Management",Bachelor Honours Degree,No,No,52,English,"$52,500.00",No
00026A,The University of Sydney,118542A,Bachelor of Science (Honours) (Taronga Wildlife Conservation),No,"05 - Agriculture, Environmental and Related Studies",0509 - Environmental Studies,"050901 - Land, Parks and Wildlife Management",Bachelor Honours Degree,No,No,52,English,"$52,500.00",No
00026A,The University of Sydney,120793H,Master of Heritage Conservation,No,04 - Architecture and Building,0401 - Architecture and Urban Environment,"040199 - Architecture and Urban Environment, n.e.c.",Masters Degree (Coursework),No,No,104,English,"$106,500.00",No
00026A,The University of Sydney,121051E,Master of Sustainability,No,"05 - Agriculture, Environmental and Related Studies",0509 - Environmental Studies,"050999 - Environmental Studies, n.e.c.",Masters Degree (Coursework),No,Yes,104,English,"$132,000.00",No
